Timestamp,Temperature(C),Humidity(%)
2025-10-07 15:19:45,16,97
2025-10-07 15:19:47,16,97
2025-10-07 15:19:49,17,97
2025-10-07 15:19:51,17,97
2025-10-07 15:19:53,17,97
2025-10-07 15:19:55,17,97
2025-10-07 15:19:57,17,97
2025-10-07 15:19:59,17,97
2025-10-07 15:20:01,17,97
2025-10-07 15:20:03,17,97
2025-10-07 15:20:05,17,97
2025-10-07 15:20:07,17,97
2025-10-07 15:20:09,17,97
2025-10-07 15:20:11,17,97
2025-10-07 15:20:13,17,97
2025-10-07 15:20:15,18,97
2025-10-07 15:20:17,18,97
2025-10-07 15:20:19,18,97
2025-10-07 15:20:22,18,97
2025-10-07 15:20:24,18,97
2025-10-07 15:20:26,18,97
2025-10-07 15:20:28,18,97
2025-10-07 15:20:30,18,97
2025-10-07 15:20:32,18,97
2025-10-07 15:20:34,18,97
2025-10-07 15:20:36,19,97
2025-10-07 15:20:38,19,97
2025-10-07 15:20:40,19,97
2025-10-07 15:20:42,19,97
2025-10-07 15:20:44,19,97
2025-10-07 15:20:46,19,97
2025-10-07 15:20:48,19,97
2025-10-07 15:20:50,19,97
2025-10-07 15:20:52,19,97
2025-10-07 15:20:54,19,97
2025-10-07 15:20:56,19,97
2025-10-07 15:20:58,19,97
2025-10-07 15:21:00,19,97
2025-10-07 15:21:02,19,97
2025-10-07 15:21:05,20,97
2025-10-07 15:21:07,20,97
2025-10-07 15:21:09,20,97
2025-10-07 15:21:11,20,97
2025-10-07 15:21:13,20,97
2025-10-07 15:21:15,20,97
2025-10-07 15:21:17,20,97
2025-10-07 15:21:19,20,97
2025-10-07 15:21:21,20,97
2025-10-07 15:21:23,20,98
2025-10-07 15:21:25,20,98
2025-10-07 15:21:27,20,98
2025-10-07 15:21:29,21,97
2025-10-07 15:21:31,21,97
2025-10-07 15:21:33,21,97
2025-10-07 15:21:35,21,97
2025-10-07 15:21:37,21,97
2025-10-07 15:21:39,21,97
2025-10-07 15:21:41,21,97
2025-10-07 15:21:43,21,97
2025-10-07 15:21:45,21,97
2025-10-07 15:21:48,21,97
2025-10-07 15:21:50,21,97
2025-10-07 15:21:52,21,97
2025-10-07 15:21:54,21,97
2025-10-07 15:21:56,21,97
2025-10-07 15:21:58,21,97
2025-10-07 15:22:00,21,97
2025-10-07 15:22:02,21,97
2025-10-07 15:22:04,21,97
2025-10-07 15:22:06,21,97
2025-10-07 15:22:08,21,97
2025-10-07 15:22:10,21,97
2025-10-07 15:22:12,21,97
2025-10-07 15:22:14,21,97
2025-10-07 15:22:16,21,97
2025-10-07 15:22:18,21,97
2025-10-07 15:22:20,21,97
2025-10-07 15:22:22,22,97
2025-10-07 15:22:24,22,97
2025-10-07 15:22:26,22,97
2025-10-07 15:22:28,22,97
2025-10-07 15:22:31,22,97
2025-10-07 15:22:33,22,97
2025-10-07 15:22:35,22,97
2025-10-07 15:22:37,22,97
2025-10-07 15:22:39,22,97
2025-10-07 15:22:41,22,97
2025-10-07 15:22:43,22,97
2025-10-07 15:22:45,22,97
2025-10-07 15:22:47,22,97
2025-10-07 15:22:49,22,97
2025-10-07 15:22:51,22,97
2025-10-07 15:22:53,22,98
2025-10-07 15:22:55,22,98
2025-10-07 15:22:57,22,97
2025-10-07 15:22:59,22,98
2025-10-07 15:23:01,22,98
2025-10-07 15:23:03,22,98
2025-10-07 15:23:05,22,98
2025-10-07 15:23:07,22,98
2025-10-07 15:23:09,22,98
2025-10-07 15:23:11,22,98
2025-10-07 15:23:14,22,98
2025-10-07 15:23:16,22,98
2025-10-07 15:23:18,22,98
2025-10-07 15:23:20,22,98
2025-10-07 15:23:22,22,98
2025-10-07 15:23:24,23,98
2025-10-07 15:23:26,23,98
2025-10-07 15:23:28,23,98
2025-10-07 15:23:30,23,98
2025-10-07 15:23:32,23,98
2025-10-07 15:23:34,23,98
2025-10-07 15:23:36,23,98
2025-10-07 15:23:38,23,98
2025-10-07 15:23:40,23,98
2025-10-07 15:23:42,23,98
2025-10-07 15:23:44,23,98
2025-10-07 15:23:46,23,98
2025-10-07 15:23:48,23,98
2025-10-07 15:23:50,23,98
2025-10-07 15:23:52,23,98
2025-10-07 15:23:54,23,98
2025-10-07 15:23:57,23,98
2025-10-07 15:23:59,23,98
2025-10-07 15:24:01,23,98
2025-10-07 15:24:03,23,98
2025-10-07 15:24:05,23,98
2025-10-07 15:24:07,23,98
2025-10-07 15:24:09,23,98
2025-10-07 15:24:11,23,98
2025-10-07 15:24:13,23,98
2025-10-07 15:24:15,23,98
2025-10-07 15:24:17,23,98
2025-10-07 15:24:19,23,98
2025-10-07 15:24:21,23,98
2025-10-07 15:24:23,23,98
2025-10-07 15:24:25,23,98
2025-10-07 15:24:27,23,98
2025-10-07 15:24:29,23,98
2025-10-07 15:24:31,23,98
2025-10-07 15:24:33,23,98
2025-10-07 15:24:35,23,98
2025-10-07 15:24:37,23,98
2025-10-07 15:24:40,23,98
2025-10-07 15:24:42,23,98
2025-10-07 15:24:44,23,98
2025-10-07 15:24:46,23,98
2025-10-07 15:24:48,23,98
2025-10-07 15:24:50,23,98
2025-10-07 15:24:52,23,98
2025-10-07 15:24:54,23,98
2025-10-07 15:24:56,23,98
2025-10-07 15:24:58,23,98
2025-10-07 15:25:00,23,98
2025-10-07 15:25:02,23,98
2025-10-07 15:25:04,23,98
2025-10-07 15:25:06,23,98
2025-10-07 15:25:08,23,98
2025-10-07 15:25:10,23,98
2025-10-07 15:25:12,23,98
2025-10-07 15:25:14,23,98
2025-10-07 15:25:16,23,98
2025-10-07 15:25:18,23,98
2025-10-07 15:25:21,23,98
2025-10-07 15:25:23,23,98
2025-10-07 15:25:25,23,98
2025-10-07 15:25:27,23,98
2025-10-07 15:25:29,23,98
2025-10-07 15:25:31,23,98
2025-10-07 15:25:33,23,98
2025-10-07 15:25:35,23,98
2025-10-07 15:25:37,23,98
2025-10-07 15:25:39,23,98
2025-10-07 15:25:41,23,98
2025-10-07 15:25:43,23,98
2025-10-07 15:25:45,23,98
2025-10-07 15:25:47,23,98
