Timestamp,Temperature(C),Humidity(%)
2025-10-07 18:51:51,22,58
2025-10-07 18:51:53,22,58
2025-10-07 18:51:55,22,58
2025-10-07 18:51:57,22,58
2025-10-07 18:51:59,22,58
2025-10-07 18:52:01,22,58
2025-10-07 18:52:03,22,58
2025-10-07 18:52:05,22,58
2025-10-07 18:52:07,22,58
2025-10-07 18:52:09,22,58
2025-10-07 18:52:11,22,58
2025-10-07 18:52:13,22,58
2025-10-07 18:52:15,22,58
2025-10-07 18:52:17,22,58
2025-10-07 18:52:19,22,58
2025-10-07 18:52:21,22,58
2025-10-07 18:52:23,22,58
2025-10-07 18:52:25,22,58
2025-10-07 18:52:28,22,58
2025-10-07 18:52:30,22,58
2025-10-07 18:52:32,22,58
2025-10-07 18:52:34,22,58
2025-10-07 18:52:36,22,58
2025-10-07 18:52:38,22,58
2025-10-07 18:52:40,22,58
2025-10-07 18:52:42,22,58
2025-10-07 18:52:44,22,58
2025-10-07 18:52:46,22,58
2025-10-07 18:52:48,22,58
2025-10-07 18:52:50,22,58
2025-10-07 18:52:52,22,58
2025-10-07 18:52:54,22,58
2025-10-07 18:52:56,22,58
2025-10-07 18:52:58,22,58
2025-10-07 18:53:00,22,58
2025-10-07 18:53:02,22,58
2025-10-07 18:53:04,22,58
2025-10-07 18:53:06,22,58
2025-10-07 18:53:08,22,58
2025-10-07 18:53:11,22,58
2025-10-07 18:53:13,22,58
2025-10-07 18:53:15,22,57
2025-10-07 18:53:17,22,57
2025-10-07 18:53:19,22,57
2025-10-07 18:53:21,22,57
2025-10-07 18:53:23,22,57
2025-10-07 18:53:25,22,57
2025-10-07 18:53:27,22,57
2025-10-07 18:53:29,22,57
2025-10-07 18:53:31,22,57
2025-10-07 18:53:33,22,57
2025-10-07 18:53:35,22,57
2025-10-07 18:53:37,22,57
2025-10-07 18:53:39,22,57
2025-10-07 18:53:41,22,57
2025-10-07 18:53:43,22,57
2025-10-07 18:53:45,22,57
2025-10-07 18:53:47,22,57
2025-10-07 18:53:49,22,57
2025-10-07 18:53:51,22,57
2025-10-07 18:53:54,22,57
2025-10-07 18:53:56,22,57
2025-10-07 18:53:58,22,57
2025-10-07 18:54:00,22,57
2025-10-07 18:54:02,22,57
2025-10-07 18:54:04,22,57
2025-10-07 18:54:06,22,57
2025-10-07 18:54:08,22,57
2025-10-07 18:54:10,22,57
2025-10-07 18:54:12,22,57
2025-10-07 18:54:14,22,57
2025-10-07 18:54:16,22,57
2025-10-07 18:54:18,22,57
2025-10-07 18:54:20,22,57
2025-10-07 18:54:22,22,57
2025-10-07 18:54:24,22,57
2025-10-07 18:54:26,22,57
2025-10-07 18:54:28,22,57
2025-10-07 18:54:30,22,57
2025-10-07 18:54:32,22,57
2025-10-07 18:54:34,22,57
2025-10-07 18:54:36,22,57
2025-10-07 18:54:39,22,57
2025-10-07 18:54:41,22,57
2025-10-07 18:54:43,22,57
2025-10-07 18:54:45,22,57
2025-10-07 18:54:47,22,57
2025-10-07 18:54:49,22,57
2025-10-07 18:54:51,22,57
2025-10-07 18:54:53,22,57
2025-10-07 18:54:55,22,57
2025-10-07 18:54:57,22,57
2025-10-07 18:54:59,22,57
2025-10-07 18:55:01,22,57
2025-10-07 18:55:03,22,57
2025-10-07 18:55:05,22,57
2025-10-07 18:55:07,22,57
2025-10-07 18:55:09,22,57
2025-10-07 18:55:11,22,57
2025-10-07 18:55:13,22,57
2025-10-07 18:55:15,22,57
2025-10-07 18:55:17,22,57
2025-10-07 18:55:19,22,57
2025-10-07 18:55:22,22,57
2025-10-07 18:55:24,22,57
2025-10-07 18:55:26,22,57
2025-10-07 18:55:28,22,57
2025-10-07 18:55:30,22,57
2025-10-07 18:55:32,22,57
2025-10-07 18:55:34,22,57
2025-10-07 18:55:36,22,57
2025-10-07 18:55:38,22,57
2025-10-07 18:55:40,22,57
2025-10-07 18:55:42,22,57
2025-10-07 18:55:44,22,57
2025-10-07 18:55:46,22,57
2025-10-07 18:55:48,22,57
2025-10-07 18:55:50,22,57
2025-10-07 18:55:52,22,57
2025-10-07 18:55:54,22,57
2025-10-07 18:55:56,22,57
2025-10-07 18:55:58,22,57
2025-10-07 18:56:00,22,57
2025-10-07 18:56:02,22,57
2025-10-07 18:56:05,22,57
2025-10-07 18:56:07,22,57
2025-10-07 18:56:09,22,57
2025-10-07 18:56:11,22,57
2025-10-07 18:56:13,22,57
2025-10-07 18:56:15,22,57
2025-10-07 18:56:17,22,57
2025-10-07 18:56:19,22,57
2025-10-07 18:56:21,22,57
2025-10-07 18:56:23,22,57
2025-10-07 18:56:25,22,57
2025-10-07 18:56:27,22,57
2025-10-07 18:56:29,22,57
2025-10-07 18:56:31,22,57
2025-10-07 18:56:33,22,57
2025-10-07 18:56:35,22,57
2025-10-07 18:56:37,22,57
2025-10-07 18:56:39,22,57
2025-10-07 18:56:41,22,57
2025-10-07 18:56:50,22,57
2025-10-07 18:56:50,22,57
2025-10-07 18:56:50,22,57
2025-10-07 18:56:50,22,57
2025-10-07 18:56:52,22,57
2025-10-07 18:56:54,22,57
2025-10-07 18:56:56,22,57
2025-10-07 18:56:58,22,57
2025-10-07 18:57:00,22,57
